PSM	C4S,H4S,C5S,H5S,C6S,H6S,H6T,C7S,H7S,H7T,C8S,H8S,H8T,C9S,H9S,H9T,C10S,H10S,H10T,C11S,H11S,H11T,C12S,H12S,H12T,C13S,H13S,H13T,C14S,H14S,H14T,C15S,H15S,H15T,C16S,H16S,H16T,C17S,H17S,H17T,C18S,H18S,H18T,H18U,C3F,H3F,H3G,C4F,H4F,H4G,C5F,H5F,H5G,C6F,H6F,H6G,C7F,H7F,H7G,C8F,H8F,H8G,C9F,H9F,H9G,C10F,H10F,H10G,C11F,H11F,H11G,C12F,H12F,H12G,C13F,H13F,H13G,C14F,H14F,H14G,C15F,H15F,H15G,C16F,H16F,H16G,H16H
LSM	C4S,H4S,C5S,H5S,C6S,H6S,H6T,C7S,H7S,H7T,C8S,H8S,H8T,C9S,H9S,H9T,C10S,H10S,H10T,C11S,H11S,H11T,C12S,H12S,H12T,C13S,H13S,H13T,C14S,H14S,H14T,C15S,H15S,H15T,C16S,H16S,H16T,C17S,H17S,H17T,C18S,H18S,H18T,H18U,C3F,H3F,H3G,C4F,H4F,H4G,C5F,H5F,H5G,C6F,H6F,H6G,C7F,H7F,H7G,C8F,H8F,H8G,C9F,H9F,H9G,C10F,H10F,H10G,C11F,H11F,H11G,C12F,H12F,H12G,C13F,H13F,H13G,C14F,H14F,H14G,C15F,H15F,H15G,C16F,H16F,H16G,C17F,H17F,H17G,C18F,H18F,H18G,C19F,H19F,H19G,C20F,H20F,H20G,C21F,H21F,H21G,C22F,H22F,H22G,C23F,H23F,H23G,C24F,H24F,H24G,H24H
SSM	C4S,H4S,C5S,H5S,C6S,H6S,H6T,C7S,H7S,H7T,C8S,H8S,H8T,C9S,H9S,H9T,C10S,H10S,H10T,C11S,H11S,H11T,C12S,H12S,H12T,C13S,H13S,H13T,C14S,H14S,H14T,C15S,H15S,H15T,C16S,H16S,H16T,C17S,H17S,H17T,C18S,H18S,H18T,H18U,C3F,H3F,H3G,C4F,H4F,H4G,C5F,H5F,H5G,C6F,H6F,H6G,C7F,H7F,H7G,C8F,H8F,H8G,C9F,H9F,H9G,C10F,H10F,H10G,C11F,H11F,H11G,C12F,H12F,H12G,C13F,H13F,H13G,C14F,H14F,H14G,C15F,H15F,H15G,C16F,H16F,H16G,C17F,H17F,H17G,C18F,H18F,H18G,H18H
BSM	C4S,H4S,C5S,H5S,C6S,H6S,H6T,C7S,H7S,H7T,C8S,H8S,H8T,C9S,H9S,H9T,C10S,H10S,H10T,C11S,H11S,H11T,C12S,H12S,H12T,C13S,H13S,H13T,C14S,H14S,H14T,C15S,H15S,H15T,C16S,H16S,H16T,C17S,H17S,H17T,C18S,H18S,H18T,H18U,C3F,H3F,H3G,C4F,H4F,H4G,C5F,H5F,H5G,C6F,H6F,H6G,C7F,H7F,H7G,C8F,H8F,H8G,C9F,H9F,H9G,C10F,H10F,H10G,C11F,H11F,H11G,C12F,H12F,H12G,C13F,H13F,H13G,C14F,H14F,H14G,C15F,H15F,H15G,C16F,H16F,H16G,C17F,H17F,H17G,C18F,H18F,H18G,C19F,H19F,H19G,C20F,H20F,H20G,C21F,H21F,H21G,C22F,H22F,H22G,H22H
OSM	C4S,H4S,C5S,H5S,C6S,H6S,H6T,C7S,H7S,H7T,C8S,H8S,H8T,C9S,H9S,H9T,C10S,H10S,H10T,C11S,H11S,H11T,C12S,H12S,H12T,C13S,H13S,H13T,C14S,H14S,H14T,C15S,H15S,H15T,C16S,H16S,H16T,C17S,H17S,H17T,C18S,H18S,H18T,H18U,C3F,H3F,H3G,C4F,H4F,H4G,C5F,H5F,H5G,C6F,H6F,H6G,C7F,H7F,H7G,C8F,H8F,H8G,C9F,H9F,C10F,H10F,C11F,H11F,H11G,C12F,H12F,H12G,C13F,H13F,H13G,C14F,H14F,H14G,C15F,H15F,H15G,C16F,H16F,H16G,C17F,H17F,H17G,C18F,H18F,H18G,H18H
CER200	C4S,H4S,C5S,H5S,C6S,H6S,H6T,C7S,H7S,H7T,C8S,H8S,H8T,C9S,H9S,H9T,C10S,H10S,H10T,C11S,H11S,H11T,C12S,H12S,H12T,C13S,H13S,H13T,C14S,H14S,H14T,C15S,H15S,H15T,C16S,H16S,H16T,C17S,H17S,H17T,C18S,H18S,H18T,H18U,C3F,H3F,H3G,C4F,H4F,H4G,C5F,H5F,H5G,C6F,H6F,H6G,C7F,H7F,H7G,C8F,H8F,H8G,C9F,H9F,H9G,C10F,H10F,H10G,C11F,H11F,H11G,C12F,H12F,H12G,C13F,H13F,H13G,C14F,H14F,H14G,C15F,H15F,H15G,C16F,H16F,H16G,C17F,H17F,H17G,C18F,H18F,H18G,C19F,H19F,H19G,C20F,H20F,H20G,H20H
CER1	C4S,H4S,C5S,H5S,C6S,H6S,H6T,C7S,H7S,H7T,C8S,H8S,H8T,C9S,H9S,H9T,C10S,H10S,H10T,C11S,H11S,H11T,C12S,H12S,H12T,C13S,H13S,H13T,C14S,H14S,H14T,C15S,H15S,H15T,C16S,H16S,H16T,C17S,H17S,H17T,C18S,H18S,H18T,H18U,C3F,H3F,H3G,C4F,H4F,H4G,C5F,H5F,H5G,C6F,H6F,H6G,C7F,H7F,H7G,C8F,H8F,H8G,C9F,H9F,H9G,C10F,H10F,H10G,C11F,H11F,H11G,C12F,H12F,H12G,C13F,H13F,H13G,C14F,H14F,H14G,C15F,H15F,H15G,C16F,H16F,H16G,C17F,H17F,H17G,C18F,H18F,H18G,H18H
CER2	C4S,H4S,C5S,H5S,C6S,H6S,H6T,C7S,H7S,H7T,C8S,H8S,H8T,C9S,H9S,H9T,C10S,H10S,H10T,C11S,H11S,H11T,C12S,H12S,H12T,C13S,H13S,H13T,C14S,H14S,H14T,C15S,H15S,H15T,C16S,H16S,H16T,C17S,H17S,H17T,C18S,H18S,H18T,H18U,C3F,H3F,H3G,C4F,H4F,H4G,C5F,H5F,H5G,C6F,H6F,H6G,C7F,H7F,H7G,C8F,H8F,H8G,C9F,H9F,H9G,C10F,H10F,H10G,C11F,H11F,H11G,C12F,H12F,H12G,C13F,H13F,H13G,C14F,H14F,H14G,C15F,H15F,H15G,C16F,H16F,H16G,C17F,H17F,H17G,C18F,H18F,H18G,C19F,H19F,H19G,C20F,H20F,H20G,C21F,H21F,H21G,C22F,H22F,H22G,C23F,H23F,H23G,C24F,H24F,H24G,H24H
CER240	C4S,H4S,C5S,H5S,C6S,H6S,H6T,C7S,H7S,H7T,C8S,H8S,H8T,C9S,H9S,H9T,C10S,H10S,H10T,C11S,H11S,H11T,C12S,H12S,H12T,C13S,H13S,H13T,C14S,H14S,H14T,C15S,H15S,H15T,C16S,H16S,H16T,C17S,H17S,H17T,C18S,H18S,H18T,H18U,C3F,H3F,H3G,C4F,H4F,H4G,C5F,H5F,H5G,C6F,H6F,H6G,C7F,H7F,H7G,C8F,H8F,H8G,C9F,H9F,H9G,C10F,H10F,H10G,C11F,H11F,H11G,C12F,H12F,H12G,C13F,H13F,H13G,C14F,H14F,H14G,C15F,H15F,H15G,C16F,H16F,H16G,C17F,H17F,H17G,C18F,H18F,H18G,C19F,H19F,H19G,C20F,H20F,H20G,C21F,H21F,H21G,C22F,H22F,H22G,C23F,H23F,H23G,C24F,H24F,H24G,H24H
CER160	C4S,H4S,C5S,H5S,C6S,H6S,H6T,C7S,H7S,H7T,C8S,H8S,H8T,C9S,H9S,H9T,C10S,H10S,H10T,C11S,H11S,H11T,C12S,H12S,H12T,C13S,H13S,H13T,C14S,H14S,H14T,C15S,H15S,H15T,C16S,H16S,H16T,C17S,H17S,H17T,C18S,H18S,H18T,H18U,C3F,H3F,H3G,C4F,H4F,H4G,C5F,H5F,H5G,C6F,H6F,H6G,C7F,H7F,H7G,C8F,H8F,H8G,C9F,H9F,H9G,C10F,H10F,H10G,C11F,H11F,H11G,C12F,H12F,H12G,C13F,H13F,H13G,C14F,H14F,H14G,C15F,H15F,H15G,C16F,H16F,H16G,H16H
23SM	C4S,H4S,C5S,H5S,C6S,H6S,H6T,C7S,H7S,H7T,C8S,H8S,H8T,C9S,H9S,H9T,C10S,H10S,H10T,C11S,H11S,H11T,C12S,H12S,H12T,C13S,H13S,H13T,C14S,H14S,H14T,C15S,H15S,H15T,C16S,H16S,H16T,C17S,H17S,H17T,C18S,H18S,H18T,H18U,C3F,H3F,H3G,C4F,H4F,H4G,C5F,H5F,H5G,C6F,H6F,H6G,C7F,H7F,H7G,C8F,H8F,H8G,C9F,H9F,H9G,C10F,H10F,H10G,C11F,H11F,H11G,C12F,H12F,H12G,C13F,H13F,H13G,C14F,H14F,H14G,C15F,H15F,H15G,C16F,H16F,H16G,C17F,H17F,H17G,C18F,H18F,H18G,C19F,H19F,H19G,C20F,H20F,H20G,C21F,H21F,H21G,C22F,H22F,H22G,C23F,H23F,H23G,H23H
ASM	C4S,H4S,C5S,H5S,C6S,H6S,H6T,C7S,H7S,H7T,C8S,H8S,H8T,C9S,H9S,H9T,C10S,H10S,H10T,C11S,H11S,H11T,C12S,H12S,H12T,C13S,H13S,H13T,C14S,H14S,H14T,C15S,H15S,H15T,C16S,H16S,H16T,C17S,H17S,H17T,C18S,H18S,H18T,H18U,C3F,H3F,H3G,C4F,H4F,H4G,C5F,H5F,H5G,C6F,H6F,H6G,C7F,H7F,H7G,C8F,H8F,H8G,C9F,H9F,H9G,C10F,H10F,H10G,C11F,H11F,H11G,C12F,H12F,H12G,C13F,H13F,H13G,C14F,H14F,H14G,C15F,H15F,H15G,C16F,H16F,H16G,C17F,H17F,H17G,C18F,H18F,H18G,C19F,H19F,H19G,C20F,H20F,H20G,H20H
CER181	C4S,H4S,C5S,H5S,C6S,H6S,H6T,C7S,H7S,H7T,C8S,H8S,H8T,C9S,H9S,H9T,C10S,H10S,H10T,C11S,H11S,H11T,C12S,H12S,H12T,C13S,H13S,H13T,C14S,H14S,H14T,C15S,H15S,H15T,C16S,H16S,H16T,C17S,H17S,H17T,C18S,H18S,H18T,H18U,C3F,H3F,H3G,C4F,H4F,H4G,C5F,H5F,H5G,C6F,H6F,H6G,C7F,H7F,H7G,C8F,H8F,H8G,C9F,H9F,C10F,H10F,C11F,H11F,H11G,C12F,H12F,H12G,C13F,H13F,H13G,C14F,H14F,H14G,C15F,H15F,H15G,C16F,H16F,H16G,C17F,H17F,H17G,C18F,H18F,H18G,H18H
